"Case#","Date","Time","Description","Location","Date_Time","Notes"
"210555","2021 12 28","0243","Graffiti","Library",1640659380,"Notes: A CSO on patrol in the library encountered new graffiti in a restroom. Building Services has been contacted for removal of the graffiti."
"210556","2021 12 31","1522","Information Only","Northwest Quadrant",1640964120,"Notes: A CSO on patrol encountered wires that had been partially pulled up out of the ground and cut in the field to the east of the childcare building. Maintenance was able to determine that the wiring was old and inactive. "
"210553","2021 12 25","1357","Unauthorized Entry","Canyon House",1640440620,"Notes: CSOs on patrol encountered an unknown vehicle parked in the driveway to the Canyon House. The CSOs completed an exterior patrol and as they were about to begin an interior patrol, two unknown individuals exited the building through the front door. When the CSOs asked the individuals their business at that location, one of them stated that they had seen some “bad guys” and wanted to stop them. They stated that the “bad guys” had gone into the canyon. One of the CSOs stated that the individuals were trespassing on private property and the police had already been called. The two individuals quickly entered their vehicle and left the premises. After the individuals had left, the CSOs completed an interior patrol of the building and did not find anything amiss. It appeared that the break-in had just occurred. The CSOs secured the building and continued on their patrols. "
"210554","2021 12 25","2220","Accident/Damage to Property","Greywood",1640470800,"Notes: A CSO on patrol near Greywood was notified of a car crash that had taken place nearby. The CSO arrived at the scene of the accident just off of SE Woodstock Blvd, on the Reed campus grounds near Greywood. A vehicle had careened off of the street, past the sidewalk, and had hit a redwood tree on campus. There was already a crowd of bystanders gathered when the CSO arrived, and the CSO was notified that 911 had already been called. The 911 Dispatcher had provided instructions that the driver of the vehicle not be removed from the vehicle. The CSO remained on the scene until American Medical Response arrived and successfully extracted the driver from the vehicle. The CSO was able to learn from Portland Police that the driver was not affiliated with the college."
"210537","2021 12 13","1342","Harassment","Student Union",1639402920,"Notes: A report of student harassment was received."
"210538","2021 12 13","1435","Information Only","Off Campus",1639406100,"Notes: A professor reported receiving disconcerting emails from a former student."
"210539","2021 12 13","2346","Information Only","GCC",1639439160,"Notes: A CSO on patrol encountered derogatory flyers and graffiti in the GCC and Student Union targeting an individual. The flyers were removed and Building Services was contacted for removal of the graffiti."
"210540","2021 12 14","1340","Harassment","28 West",1639489200,"Notes: A student requested a No Contact Order."
"210541","2021 12 14","2223","Medical Assist - Other","Residence Hall",1639520580,"Notes: CSOs responded to a request for medical assistance in a residence hall by a student experiencing pain. The CSOs recommended the student talk to a medical professional. The student spoke to the Fonemed nurse who advised the student to be seen at a nearby medical facility. The student arranged for a ride to a nearby facility for further evaluation."
"210542","2021 12 15","0131","Evidence of Drug Use","Student Union",1639531860,"Notes: A CSO on patrol at the Student Union encountered the odor of cannabis upon entering the building. The CSO heard people on the south balcony, and a group of three people then came down the stairs. The CSO asked if any of them had smoked cannabis, to which one replied, “one of us was.” The individuals declined to speak with the CSO, identify themselves, or provide Reed ID cards. The CSO again requested their cooperation but they continued to walk away."
"210543","2021 12 15","0215","Medical Transport - Other","Residence Hall",1639534500,"Notes: Dispatch received a call from a student experiencing a medical emergency. The student did not want American Medical Response (AMR) contacted or a CSO dispatched. The Dispatcher recommended the student contact the nurse Fonemed line for further medical assistance, which the student did. Approximately an hour later, the student again contacted Dispatch and reported that, per the Fonemed nurse, the student needed to be evaluated at a nearby medical facility. The Dispatcher contacted Radio cab to arrange for the student to be transported to a nearby medical facility. "
"210544","2021 12 15","0930","Stalking","Off Campus",1639560600,"Notes: A student reported an incident of stalking that occurred off campus and wanted Community Safety to be aware of the situation. "
"210545","2021 12 15","1308","No Contact Order","Campus",1639573680,"Notes: No Contact Orders were put in place due to reports of unwanted contact."
"210546","2021 12 15","1403","Student Concern","28 West",1639576980,"Notes: A student arrived at 28 West to express concern for the welfare of a fellow student. Community Safety and the Dean of Students are following up on this matter."
"210547","2021 12 16","1144","Graffiti","GCC",1639655040,"Notes: A CSO on patrol encountered graffiti in the lower level GCC bathrooms that targeted multiple people. Building services has been contacted for removal of the graffiti."
"210548","2021 12 16","2116","Medical Assist - Other","Residence Hall",1639689360,"Notes: A CSO responded to a request for medical assistance at a residence hall. Upon arrival, the CSO met with the student requiring assistance. The student had received an injury, and after evaluation, the CSO agreed with the student that the student should be treated at a nearby medical facility. The student arranged for their own transportation and declined further medical assistance offered by the CSO. "
"210549","2021 12 18","0428","Graffiti","Library",1639801680,"Notes: A CSO encountered new graffiti on the exterior of one of the double doors of the east-facing entrance to the library. Building Services has been contacted for removal of the graffiti."
"210528","2021 12 07","1629","Damage to Property/Suspicious Person/Activity/Circumstances","Naito Hall",1638894540,"Notes: A CSO on patrol encountered open windows at the Naito Hall first floor common room. The CSO secured all of the windows and upon closer inspection of the exterior, it was evident that the window screen had been pried open and bent outward. It did not look as if the screen had been bent enough to allow entrance through the window. A request was sent to Building Services for screen repairs."
"210530","2021 12 08","0146","Theft From Vehicle","North Lot",1638927960,"Notes: A CSO on patrol in the lower North Lot encountered a vehicle with its left rear passenger side window smashed out. There was shattered glass on the vehicle seats and on the pavement below the door. A backpack had been placed on the trunk of the vehicle and appeared to have been rummaged through. The vehicle was registered with Community Safety, so Dispatch was able to contact the vehicle owner notifying them of the damage."
"210531","2021 12 08","0423","Theft - Bike Parts","Trillium",1638937380,"Notes: A CSO responded to a report of a theft in progress on the east side of the Trillium residence hall. The CSO met the reporting party who stated that the individual had left with both tires of a bike, the frame remaining secured to the bike rack. The CSO was unable to locate the individual who had taken the tires."
"210532","2021 12 09","0014","Theft from Vehicle","West Lot",1639008840,"Notes: A CSO responded to a report of a theft in progress in the West Lot. Upon arrival, the CSO met with the reporting party who stated that they had overheard a conversation wherein, when asked by passersby, an individual stated that they were working on their car. The reporter then witnessed the individual get into a silver compact car and exit the West Lot, heading north. The CSO confirmed that the vehicle that had been “being worked on'' was missing its catalytic converter. Additionally, the jack that had been placed under the vehicle to raise it was positioned incorrectly and had dented the underside of the vehicle. As the vehicle is registered with Community Safety, Dispatch was able to contact the vehicle owner, who arrived on scene. The CSO recommended the vehicle owner file a police report and alert their insurance company of the theft. Another CSO attempted to locate the vehicle that had exited the lot but was unable to do so. "
"210533","2021 12 09","2006","Information Only","Growing Seeds Child Care",1639080360,"Notes: A CSO on patrol encountered two doors that had been left unlocked and ajar at the Growing Seeds child care center. A second CSO arrived and together they performed an interior patrol. No signs of suspicious activity were observed. The CSOs ensured the building was secured and the alarm was armed then cleared the scene."
"210534","2021 12 11","1228","Medical Assist - Other","Residence Hall",1639225680,"Notes: CSOs were dispatched to check on a student possibly experiencing a medical emergency. The CSOs arrived and met with the student who reported that they were feeling better than when they had requested assistance. The CSOs asked if the student wanted to be seen by a medical professional but the student declined, saying they’d like to wait a bit longer to see how they felt. The CSOs and student agreed that the CSOs would check back with the student in one hour and the CSOs cleared from the call. Before the hour was up, the student called Dispatch to report that they were feeling much better and no longer desired a check in. "
"210535","2021 12 12","1117","Harassment","Campus facility",1639307820,"Notes: CS received a report of harassment involving physical contact between students. "
"210536","2021 12 12","1027","Suspicious Person/Activity/Circumstances","Birchwood Apartments",1639304820,"Notes: CSOs responded to a report of a break in at the Birchwood Apartments. The CSO met with the residents who reported that they were woken up by sounds of somebody in their apartment around 10 am. When they went to check on the noises they encountered an individual in their bathroom, still fully clothed, but were preparing to shower, as stated by the individual. The student stated that the individual did not have permission to be in the apartment and needed to leave. The individual did so without objection. The student stated to the CSO that they recognized the individual as a houseless person they sometimes see around campus. One CSO carried out a vehicle patrol of campus in an effort to locate the individual, but was unable to do so. The student also stated that before leaving, the individual had relayed to them that they were told the apartment was unoccupied. The student expressed concern that the apartments were being watched. The CSO stated that people in the area are aware that students leave campus during winter break, and that knowledge with the combination of move-out lists on doors possibly led the individual to believe that the information they had received was correct. The CSO commended the student on having the presence of mind to tell the individual to leave. The CSO also recommended that for proper security, the student should always use the dead-bolt to lock the door and not just the button lock, as the student stated they had done. When asked if the student would like to notify police the student declined. CS issued a Timely Warning as a result of this report."
"210518","2021 11 29","1305","Exclusion","Campus",1638191100,"Notes: A non-Reed community member was approached by CSOs for having their dog off-leash on the front lawn, and staring at people through binoculars. After the initial check-in with the individual wherein they were educated about off-leash areas on campus, they were later seen throughout the day moving their truck around the perimeter of campus, letting their dog run around off-leash for short periods of time, relocating and repeating the behavior. A second CSO made contact with the individual, and explained that because this behavior was inconsistent with Reed’s animal policy they were being excluded from campus, and asked not to come back. The individual said they understood, and would not come back."
"210519","2021 11 29","0805","Damage to Property","North Lot",1638173100,"Notes: A CSO responded to a possible vehicle break-in in the North Lot. Upon arrival, the CSO observed that the rear window was smashed out on a black SUV. There were shards of glass visible on the surrounding ground and inside the vehicle. The CSO was unable to determine the owner of the vehicle so they cleared the scene. Later that afternoon, Dispatch was contacted by the owner of the vehicle so the same CSO who initially responded to the report met with the vehicle owner. The vehicle owner stated that to their knowledge, the only item missing from the vehicle was a black box containing medical supplies. The CSO made note and relayed that the full report would be made available to the vehicle owner should it be needed for insurance purposes. "
"210520","2021 12 01","1255","Animal Issue","Dorothy Johansen House (DOJO)",1638363300,"Notes: A CSO responded to a report of a Reed community member being menaced by a dog near the DOJO. Upon arrival the CSO observed a small white and tan dog in the off-leash area near the DOJO. As the CSO approached the area that dog was in, the dog began barking at the CSO and charged the CSO. The reporting party arrived and stated that the same small dog had been menacing them not only the day of the report, but in the previous week also. As the CSO was taking photos of the dog for the report, the dog’s owner walked out from behind the DOJO to inquire as to the problem. The CSO stated that Dispatch had received multiple reports concerning the dog. The dog owner indicated that they believed that as the dog was in the off-leash dog area, there was no issue. The CSO explained that while dogs were allowed off-leash in the off-leash area, the dog needed to be under the owner’s control and thus safe and friendly toward other dogs and people. The dog’s owner stated that people uncomfortable around dogs should not walk near the off-leash area, and the CSO reminded the dog owner that this off-leash area is bordered by the Studio Art and DOJO buildings that needed to be accessible to the Reed community. The CSO cleared the area once the dog owner had taken hold of the dog’s harness. The report also notes that this is the same dog mentioned in a previous Community Safety report, and other calls received wherein by the time the CSO had arrived, the dog and owner had left.    "
"210521","2021 12 03","0007","Suspicious Person/Activity/Circumstances","North Lot",1638490020,"Notes: A CSO on patrol in the North Lot observed that a vehicle had been jacked up with a jack underneath the front passenger side. After inspecting the vehicle, it did not appear that the vehicle had sustained any tire damage. The CSO confirmed that the catalytic converter was still attached to the vehicle. The CSO left the vehicle in that state and Dispatch attempted to contact the vehicle owner for further information. "
"210522","2021 12 03","0846","Suspicious Person/Activity/Circumstances","North Lot",1638521160,"Notes: CSOs were dispatched to check on a possible catalytic converter theft from a vehicle in the Lower North Lot. The CSOs arrived to find a vehicle jacked up with no one in sight. The CSOs confirmed that the vehicle’s catalytic converter was still attached and used the CS vehicle jack handle to lower and remove the jack. As the CSOs were clearing the area, one of them observed a red Subaru Outback with a missing left rear window leaving the Lower Lot and the driver of the Outback appeared to be watching the CSOs."
"210523","2021 12 03","1801","Information Only","GCC",1638554460,"Notes: CSOs were dispatched to check on a fire alarm in the GCC. The fire alarm panel indicated that a pull station on the lower level of the GCC had been activated. The CSOs performed a thorough inspection of the building but found no signs of active or potential fires."
"210525","2021 12 04","0308","Medical Assist - Alcohol","Residence Hall",1638587280,"Notes: CSOs were dispatched to check on a student reportedly vomiting. Upon arrival, the CSOs met with the student and the reporting party. The student stated that they had consumed multiple alcoholic beverages and the reporting party was concerned that the student was suffering from alcohol poisoning. After consulting the yellow card “Signs of alcohol or other drug overdose emergencies” the CSOs determined that no intervention was necessary at that time and requested the students call CS again should the student’s condition worsen, then cleared from the call. Approximately 20 minutes later, the CSOs were dispatched back to check on the student after their condition deteriorated. The CSOs contacted American Medical Response (AMR), to perform a more thorough medical evaluation. The student declined medical transport to a medical facility and the paramedics determined that the student would be okay with sleep and time. All units then cleared from the scene."
"210526","2021 12 05","2229","Damage to Property","28 West",1638743340,"Notes: CSOs on vehicle patrol noticed that the driver side door of the CS Subaru had sustained damage to the door hinge. A work order was submitted for repairs."
"210527","2021 12 05","1149","Welfare Check","Residence Hall",1638704940,"Notes: CSOs were dispatched to perform a welfare check based on a report from a concerned party. The CSOs were unable to make contact with the student and follow up is being handled by Residence Life. "
"210489","2021 11 15","1037","Theft - Other","West Lot",1636972620,"Notes: A CSO responded to a report of a theft in the West Lot. Upon arrival, the CSO met with a Reed Grounds staff member and a student worker employed with Grounds. The student worker reported that they had been raking leaves into the Grounds cart when a silver Mercedes pulled up nearby. An individual wearing a ski mask quickly jumped out of the vehicle and grabbed a leaf blower off of the Grounds cart then jumped back into the Mercedes which then sped away. No other information was available. The CSO suggested the student reach out to a counselor if need be as it appeared to the CSO that the occurrence had shaken up the student. The student stated that they were fine but appreciated the suggestion. The CSO reminded both Grounds staff members that the most important thing to remember is to keep themselves safe."
"210490","2021 11 16","1839","Maintenance Issue","GCC",1637087940,"Notes: A CSO responded to a request for assistance regarding a maintenance issue. Upon arrival, the CSO met with a student who reported that a propane canister in use for an event was leaking after having been tightly closed. The CSO observed that the canister was visibly covered in frost. The student explained that the tool used to depressurize the canister did not work correctly and instead caused the leak. The student also reported that they had received a minor cold burn from handling the canister but did not feel it required medical attention. The CSO contacted Facilities for disposal of the tank and remained on scene to ensure nobody neared the canister until it was removed."
"210491","2021 11 17","1137","Theft from Vehicle","West Lot",1637149020,"Notes: A student reported to CS that on 11/7/21 the catalytic converter had been stolen from their vehicle while it was parked in the West Lot. The CSO taking the report advised the student to also file a police report."
"210492","2021 11 17","1530","Animal Issue","Grove Lot",1637163000,"Notes: A CSO responded to a report of a small off-leash dog aggressively biting at people in the Grove Lot. The CSO met with a student in the Grove Lot who reported that the dog was owned by a fellow student who had stopped into Commons and asked them to watch the dog. The dog was unleashed and once the owner went inside the building, the dog ran away toward the Grove Lot. The student stated that before the CSO’s arrival, they had managed to corral the dog in a community member’s vehicle. As the student was discussing the situation with the CSO, they saw the dog’s owner arrive. The dog’s owner apologized for the situation and explained that they had lost their dog’s leash but would be buying one as soon as possible. The CSO and owner, with their dog, walked to 28 West where the CSO made an ad hoc leash for the dog owner. The CSO offered to purchase a leash for the student from the Reed bookstore but the student politely declined. The CSO reminded the student that aside from the two off-leash areas on campus the dog needed to be leashed at all times when outside of the student’s residence.  "
"210493","2021 11 17","1623","Sex Offense - Fondling/Clery Act Reportable Incident","Campus - Residence hall or apartment",1637166180,"Notes: An anonymous report of sexual assault was received through the online reporting system. No other information is available at this time."
"210494","2021 11 17","2054","Medical Assist - Other","Residence Hall",1637182440,"Notes: CSOs responded to a request for medical assistance in a residence hall. There they met with two students, one of whom was experiencing medical distress. After assessing the student, the CSOs determined that the student should be evaluated by a medical professional. The CSOs escorted the student and an accompanying friend to 28 West where Dispatch arranged for a cab to transport the students to a nearby medical facility."
"210495","2021 11 18","0034","Evidence of Drug Use","Trillium",1637195640,"Notes: CSOs responded to a report of the odor of cannabis in Trillium residence hall. The CSOs arrived on the second floor, the reported location of the odor, and noted that the odor was prolific throughout the entire south wing. The CSOs were unable to locate the exact source of the odor. "
"210496","2021 11 18","1642","Evidence of Drug Use","MacNaughton",1637253720,"Notes: A CSO responded to a report of the odor of cannabis on the first floor of MacNaughton residence hall. Upon arrival, the CSO noted a strong odor of incense but they did not detect the odor of cannabis, and they were unable to determine the source of the incense odor. Approximately 30 minutes later, the CSO returned to MacNaughton to meet with the reporting party, at the reporting party’s request. The reporting party stipulated which area they believed the cannabis odor had originated from, but the CSO did not note any odor other than the lingering odor of incense. The CSO made contact with the resident of the room that was possibly the source of the cannabis odor the reporting party had smelled, but the resident was unaware of any cannabis use in the area. "
"210497","2021 11 18","2037","Medical Assist - Other","Residence Hall",1637267820,"Notes: A CSO responded to a request for medical assistance in a residence hall. There, the CSO met with the reporting party who had received an injury which required first aid assistance. The CSO applied first aid and recommended the student, should they have any follow up questions, have the injury evaluated at the HCC during business hours. The CSO left additional first aid supplies with the student and cleared from the call. "
"210498","2021 11 19","0833","Damage to Property","North Lot",1637310780,"Notes: A CSO responded to a report of a vehicle break-in in the Upper North Lot. Upon arrival, the CSO observed that the rear window of a Toyota SUV had been shattered. The CSO noted that belongings were strewn throughout the back of the vehicle. The CSO was unable to determine if any belongings were missing and, as of yet, the vehicle owner has not been identified."
"210500","2021 11 20","0057","Alcohol Violation","GCC",1637369820,"Notes: A CSO on patrol of the GCC overheard the question, “Who wants gin and who wants tequila?” shouted from a student at a table near the lower level elevator entrance. The CSO had observed earlier in their patrols that the students seated at that table had been serving soda. The CSO approached the table and noted that the soda bottles no longer contained soda, but rather alcohol. Because the alcohol was being distributed, the CSO requested age verifications from those nearby partaking in the beverages. One of the students serving the alcohol and two who had received it were found to be under the legal drinking age. The CSO confiscated the remaining alcohol and disposed of it then continued on their patrol."
"210501","2021 11 20","0205","Graffiti","Physical Plant",1637373900,"Notes: A CSO on patrol encountered new graffiti written on the northeast exterior side of the Physical Plant. Building Services has been contacted for clean up."
"210502","2021 11 20","0543","Trespass","GCC",1637386980,"Notes: A CSO on patrol encountered a known excluded individual sleeping on the sofa in the lower level of the GCC. The CSO woke the individual, who claimed to be a Reed student. The CSO reminded the individual of their prior encounters and notified the individual that they needed to gather their belongings and leave campus. The individual was then escorted off of campus."
"210503","2021 11 21","0629","Suspicious Person/Activity/Circumstances, Damage to Property","Grove Lot",1637476140,"Notes: A CSO on patrol encountered an improperly parked vehicle in the Grove Lot. The vehicle was parked in such a way that it was blocking in a vehicle in a designated parking space. There was an individual at the passenger side of the blocked vehicle and another standing at the rear of the vehicle with the hatch up. When the individuals saw the CSO approaching they abandoned their activities and reentered the improperly parked vehicle, quickly exiting the parking lot. The CSO then approached the remaining vehicle and observed that the steering column had been destroyed and that there was drug paraphernalia inside the vehicle. Dispatch contacted the Portland Police Bureau for further follow up."
"210504","2021 11 21","1305","Theft from Structure","HCC",1637499900,"Notes: A CSO on break was walking past the COVID-19 overflow tent outside of the HCC when they noticed that the black power inverter, normally bolted to the asphalt, was missing. It was unknown at the time of the report whether or not the Reed Facilities team had removed the inverter. It was later confirmed as stolen by Facilities."
"210505","2021 11 21","1516","Theft from Structure","Student Center",1637507760,"Notes: A CSO responded to a theft report at the Student Center. Upon arrival, the CSO met with a student who reported that a speaker was missing from the building. The student had last seen the speaker the prior Sunday."
"210506","2021 11 21","1804","Medical Assist - Other","Residence Hall",1637517840,"Notes: A CSO responded to a request for medical assistance at a residence hall. The CSO met with a student who had a wound bandaged in gauze. The CSO received permission to assist the student with their injury and removed the gauze to inspect the wound. The student stated that they had been showing off a knife trick to their friends when they received the injury. The CSO rebandaged the student and suggested they have the wound inspected at the HCC if the student felt it was necessary. The student determined that no further medical care was needed and thanked the CSO for their assistance. The CSO provided the student with a pink card containing emergency numbers in case the student should need to follow up further.  "
"210483","2021 11 08","1631","Medical Assist - Other ","PAB",1636389060,"Notes: A CSO responded to a request for medical assistance in the PAB and deterined that a student required first aid for an injury. After applying initial first aid and assessing the injury, the CSO recommended the student be seen at a nearby medical facility for further treatment. The CSO provided the student with a vehicle escort to 28 West to wait for the taxi."
"210485","2021 11 10","1612","Evidence of Drug Use","MacNaughton",1636560720,"Notes: A CSO responded to a report of the odor of cannabis on the second floor of MacNaughton. Upon arrival to the second floor, the CSO did note the faint odor of cannabis, but the odor was too diffuse to locate the source."
"210486","2021 11 12","0235","Medical Amnesty/Medical Assist - Other","Residence Hall",1636684500,"Notes: CSOs responded to a request for medical assistance in a residence hall. CSOs met with three students, one of whom was experiencing medical distress. The student in distress reported having ingested both alcohol and cannabis but felt their symptoms were unrelated to their intoxication. The CSOs determined that the student did not need immediate emergency medical care and after approximately 30 minutes the student’s symptoms began to subside. The CSOs advised the student to contact Community Safety should their symptoms return or other assistance was needed and then cleared the call."
"210487","2021 11 14","0954","Theft from Vehicle","North Lot",1636883640,"Notes: A CSO responded to a report of a stolen catalytic converter. The CSO met with a student in the North Lot where their vehicle had been parked two days prior. The student reported that when they returned to their vehicle that morning, they discovered that their catalytic converter had been removed. The student stated that this was the second time their vehicle had been tampered with and they discussed with the CSO the possibility of security cameras being placed around campus. "
"210488","2021 11 14","1028","Theft from Vehicle","Reed College Apartments",1636885680,"Notes: A CSO responded to the Reed College Apartments to take a theft report. The CSO met with a student who reported that their stereo faceplate, registration, and insurance information had been stolen from their vehicle. The student expressed that this was the second vehicle break-in they had experienced and was concerned about the recurring thefts in the area. The CSO sympathized with the student and cleared from the call."
"210474","2021 11 01","0324","Theft of Motor Vehicle","Birchwood Apartments",1635737040,"Notes: A CSO responded to a vehicle theft report at the Birchwood Apartments. The CSO met with a student who reported that their missing vehicle had last been seen at approximately 7pm the day before. Portland Police were called to file a report."
"210475","2021 11 01","2310","Maintenance Issue","Scholz",1635808200,"Notes: A CSO on patrol was approached by a student who stated that the lock to their residence was broken and they required assistance getting into their room. The student reported that they had left their residence for approximately 10 minutes and upon return had discovered that the keyhole unit part of the door had been removed. Facilities was contacted for urgent repairs to the door."
"210476","2021 11 01","2255","Suspicious Circumstances","Library",1635807300,"Notes: A CSO responded to a report of the odor of “something burning” in the library. The CSO noted the odor upon entering the building and met with a library staff member who directed them to where the odor became more prominent. The CSO continued to follow the odor up to the third floor where they encountered a custodial staff member who had found the source of the odor and led the CSO to a microwave. Inside the microwave appeared to be a non-food item that had been burnt to ashes. The custodial staff member cleaned out the microwave and the CSO cleared the call. "
"210477","2021 11 03","0956","Medical Assist - Other","Residence Hall",1635933360,"Notes: A CSO responded to a request for medical assistance in a residence hall. Upon arrival, the CSO met with a student who reported that they had passed out and were not sure why. The CSO recommended the student be seen at the Health and Counseling Center (HCC) and the student agreed. The CSO provided the student with a ride to the HCC."
"210478","2021 11 04","1920","Medical Assist - Other","Residence Hall",1636053600,"Notes: CSOs responded to a request for medical assistance in a residence hall. Upon arrival, the CSOs met with a student possibly experiencing a medical emergency. Based on the student’s report, the CSOs recommended the student call a medical professional for advice, which they did. The medical professional recommended the student be seen at a medical care facility for further assessment. The CSOs provided the student with a vehicle escort to 28 West where Dispatch had arranged for a taxi to transport the student. One CSO returned to their duties while the other CSO remained with the student until the taxi arrived."
"210479","2021 11 06","0017","Information Only","Eliot Hall",1636157820,"Notes: CSOs responded to an emergency call received by Dispatch from a phone in Eliot Hall. The CSOs located the phone and after a thorough search of the area did not locate anybody in the vicinity. The CSOs performed a building walk through and ensured all doors were locked before exiting and continuing on their patrols. "
"210480","2021 11 06","2302","Information Only","Biology",1636239720,"Notes: A CSO on patrol near the Biology/Physics breezeway encountered a bike tire still secured to the bike rack with a U-Lock, but the rest of the bike was missing. There was also a cable lock attached to the U-Lock but the CSO observed that the cable lock had been severed."
"210481","2021 11 07","0100","Student Concern","Campus",1636246800,"Notes: A CSO responded to a request for assistance from a student experiencing emotional distress. The CSO provided the student with a vehicle escort to 28 West where the student could connect with the resources they needed. After reaching out to support resources, the student ultimately requested to return to their residence where they felt they could wait until hearing from an Area Coordinator for further assistance. The CSO provided the student with a ride to their residence then resumed their patrols."
"210482","2021 11 07","2343","Graffiti","GCC",1636328580,"Notes: A CSO on patrol encountered new graffiti in a lower level GCC bathroom that warranted removal. Building Services has been contacted for clean up."
"210437","2021 10 18","0139","Evidence of Drug Use","Russian House",1634521140,"Notes: A CSO on patrol encountered the faint odor of cannabis on the first floor of the Russian house but was unable to determine the source."
"210438","2021 10 18","0906","Theft from Vehicle","West Lot",1634547960,"Notes: A CSO met a Reed staff member in the West Lot to take a theft report. The staff member reported that their front passenger side window had been shattered and some of the contents of their vehicle had been stolen. The CSO took a full report and also recommended the staff member file a report with the Portland Police Bureau."
"210439","2021 10 18","1439","Animal Issue","Aspen",1634567940,"Notes: A deer carcass left outside of Aspen attracted the attention of a coyote. The coyote did not appear to be deterred by the presence of people. CS notified grounds and facilities so that they could determine the best way to handle the situation."
"210440","2021 10 19","0422","Graffiti","Prexy",1634617320,"Notes: A CSO on patrol encountered new graffiti on the Prexy steps and on a generator on the north side of the building. Building Services has been contacted for clean up."
"210441","2021 10 19","0621","Suspicious Person/Activity/Circumstances","Reed College Apartments",1634624460,"Notes: A CS staff member arriving for work encountered an individual who appeared to be attempting to steal a bike from the bike rack in the northwest corner of the Reed College Apartments parking lot. When the staff member asked the individual what they were doing, the individual stopped and walked southward. CSOs patrolled the area and encountered the individual and continued to follow them. The individual walked eastward on Woodstock Blvd and pulled a bike out of the bushes near the Russian House. The CSOs attempted to engage with the individual, but the individual stated that they owned the bike and proceeded to ride off and the CSOs lost visual contact. "
"210442","2021 10 19","1439","Theft - Bike","Sequoia",1634654340,"Notes: A Reed student arrived at 28 West to report the theft of their bike. They stated that their bike had been secured at the outdoor bike rack outside of Sequoia overnight. When the student returned to retrieve the bike that morning, they found their cut bike lock on the ground and the bike was missing. The bike is a black and gray Schwinn. "
"210443","2021 10 19","2041","Graffiti","Vollum",1634676060,"Notes: CSOs on patrol encountered a new graffito on an outdoor power generator to the east of Vollum. Building Services has been contacted for clean up."
"210444","2021 10 19","2129","Medical Assist - Other","Eliot Hall",1634678940,"Notes: CSOs responded to a request for medical assistance from a staff member in Eliot Hall. After assessing the situation CSOs suggested they either contact EMS or go to a medical for further medical evaluation. The staff decided that they felt able to drive to the medical facility instead of taking a cab. The CSOs gave the staff member a ride to their vehicle."
"210445","2021 10 20","1300","Theft of Motor Vehicle","East Lot",1634734800,"Notes: A Reed group’s motorized cart had been stolen from the East Lot and was seen parked on 82nd by a Reed community member. While a tow truck was enroute the cart was hooked up to a gray SUV and driven off. The community member was able to take photos of the vehicle and submitted them for the report. "
"210446","2021 10 20","1503","Graffiti","GCC",1634742180,"Notes: A CSO on patrol encountered new graffiti on the door to the left of the GCC basement exit door near the post office area. Building Services has been contacted for clean up."
"210447","2021 10 20","1709","Burglary","Farm House",1634749740,"Notes: A CSO on patrol at the Farm House observed that a panel of glass in the front door of the Farm House had been broken. There was a brick lying on the porch entryway and a rag had been draped through the hole in the window in a way that would prevent injury when reaching through the hole in the glass. A second CSO was called for backup and together, the two CSOs performed a thorough walk through of the home. No unauthorized individuals were encountered and there was no sign that successful entry had been made. Building Services was contacted for clean up and repairs."
"210448","2021 10 22","0502","Damage to Property","McKinley",1634878920,"Notes: CSOs were dispatched to assist a driver who reported that their vehicle had become stuck in the grass. Upon arrival, they CSOs observed a vehicle parked in the grass between the McKinley and Chittick dorms. It was also apparent that the driver had attempted to drive the vehicle out of the grass, digging the wheels in deeper. The driver requested the CSOs assist in pushing the vehicle out of the grass. After assessing the situation, the CSOs recommended a tow truck be called for assistance. At that time, the driver stated that they were in a hurry and needed to leave and continued to insist that the CSOs help to push the vehicle out of the grass. The driver began attempting to drive the vehicle out of the grass but the action just dug the vehicle in deeper. The CSOs requested the driver stop as they were concerned that if the driver were to get the vehicle unstuck the vehicle could possibly hit a student or a nearby residence hall, but the driver continued to spin their wheels at a high rate of speed. One of the CSOs requested the driver’s ID so that a tow truck could be called, but the driver responded that their license had been suspended. Due to the safety risks the driver was posing by continuing their efforts to drive out of the grass, and the driver’s admission that they did not have an active license, the CSOs requested Portland Police Bureau (PPB) response. PPB arrived shortly after and stated that the vehicle had been reported stolen. The driver was detained by PPB while the vehicle owner was contacted. The vehicle owner declined to press charges so the driver was released. Before PPB escorted the driver off of the property, the CSOs issued a verbal exclusion to the driver. A tow truck was contacted and safely removed the vehicle from the grass. Reed Grounds has been contacted for repairs to the grass. "
"210449","2021 10 22","1702","Damage to Property","RCA",1634922120,"Notes: A student arrived at 28 West to report that they had observed new damage to a fellow student’s vehicle that was parked in the RCA’s parking lot. They stated that they had left their residence for approximately two hours and upon returning home they observed new dents and scratches, and a damaged mirror on the vehicle. A CSO took photos and completed a report, which the owner of the vehicle later requested."
